No,Nama_Dosen,Prodi,Fakultas,Profile_URL_SINTA,Profile_URL_GScholar,Sinta_Score,Sinta_Score_3Yr,Affil_Score,Affil_Score_3Yr,Total_Publikasi_GS,Sitasi_GS,h_index_GS,i10_index_GS,Pub_2020,Pub_2021,Pub_2022,Pub_2023,Pub_2024,Pub_2025,Pub_2026,Kategori_Kinerja,Anomali,Keterangan_Anomali
417,MUHAMMAD IDRUS,Pendidikan Pancasila Dan Kewarganegaraan (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors?q=MUHAMMAD+IDRUS&search=1,https://scholar.google.com/citations?user=5X9qprUAAAAJ,580,4148,310,1255,53,119,6,3,3,4,7,8,9,8,4,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
418,MEGAWATI ASRUL TAWULO,Ilmu Kesejahteraan Sosial (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6692604,https://scholar.google.com/citations?user=wvs3oBcAAAAJ,61,4,2384830,113520,53,108,6,2,6,5,1,1,6,10,3,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
419,FITRIAH,Teknik Sipil (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors?q=FITRIAH&search=1,https://scholar.google.com/citations?user=xitemiYAAAAJ,858,2471,719,1393,53,85,5,1,2,5,2,1,10,12,4,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 900% di Tahun 2024. 
420,SRI SURIANA DINAR,Pendidikan Bahasa Dan Sastra Indonesia (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/5995452,https://scholar.google.com/citations?user=Q0HHo2sAAAAJ,94,52,2451630,680427,53,67,4,2,6,1,4,4,11,7,5,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
421,KHABIIRUN,Ilmu Sejarah (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6903383,https://scholar.google.com/citations?user=j4DgfKEAAAAJ,88,37,1981970,1052670,53,55,3,0,8,3,5,11,10,9,3,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
422,ASMADIN,Oseanografi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=ASMADIN&search=1,https://scholar.google.com/citations?user=o-qjzBkAAAAJ,179,507,44,92,53,42,5,1,2,8,8,4,9,10,5,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
423,LA ODE ARFAN DEDU,Agribisnis (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6196808,https://scholar.google.com/citations?user=Bu2PY2AAAAAJ,406,334,1980850,1613900,53,34,3,0,1,1,1,7,19,19,2,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
424,YAMIN,Farmasi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors?q=YAMIN&search=1,https://scholar.google.com/citations?user=xFE3RMQAAAAJ,788,3591,757,1998,52,320,10,13,6,7,8,5,5,5,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
425,SARINAH,Teknologi Pangan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=SARINAH&search=1,https://scholar.google.com/citations?user=K0cV6IQAAAAJ,466,1342,445,1247,52,234,7,5,1,10,9,8,6,6,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 900% di Tahun 2021. 
426,YUSNA INDARSYIH,Agribisnis (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5973644,https://scholar.google.com/citations?user=NFhNIHUAAAAJ,166,37,2146310,1019260,52,216,7,6,3,3,5,7,13,3,2,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
427,NASRIADI DALI,Kimia (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6680662,https://scholar.google.com/citations?user=rgnr2O0AAAAJ,645,245,5660530,458716,52,161,6,3,3,6,8,7,10,3,4,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
428,TRYANTINI SUNDI PUTRI,Teknik Kelautan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/6090560,https://scholar.google.com/citations?user=5ntUzBEAAAAJ,410,191,2200310,789251,52,148,7,6,3,2,2,2,8,15,5,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
429,RAHMAN HASIMA,Ilmu Hukum (S1),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors/profile/6655382,https://scholar.google.com/citations?user=emN75swAAAAJ,111,48,2291360,974722,52,124,8,4,7,4,7,10,8,6,4,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
430,LIWAUL,Administrasi Bisnis (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6195521,https://scholar.google.com/citations?user=5ga5bTEAAAAJ,304,93,2595470,442454,52,110,6,6,13,4,5,4,1,3,2,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
431,NURLAILATUL QADRIANI,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6660770,https://scholar.google.com/citations?user=Zzxd_e0AAAAJ,316,168,2694980,1446680,52,97,5,1,2,6,5,13,10,9,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
432,MUHAMMAD BOTEK,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6680825,https://scholar.google.com/citations?user=220B-QEAAAAJ,278,209,1533130,761178,52,61,4,0,2,3,7,11,12,8,2,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
433,AHID HIDAYAT,Pendidikan Guru Pendidikan Anak Usia Dini (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors?q=AHID+HIDAYAT&search=1,https://scholar.google.com/citations?user=Bn6B7v4AAAAJ,130,137,41,175,52,61,4,2,4,6,5,5,7,9,1,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
434,ERNIWATI,Pendidikan Vokasional Teknik Elektronika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors?q=ERNIWATI&search=1,https://scholar.google.com/citations?user=f_BcNwYAAAAJ,539,1271,413,841,51,441,10,10,7,2,5,8,9,6,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
435,FARIT REZAL,Kesehatan Masyarakat (S1),Fakultas Kesehatan Masyarakat,https://sinta.kemdiktisaintek.go.id/authors/profile/6786622,https://scholar.google.com/citations?user=sJ0YDsQAAAAJ,80,9,1460260,402949,51,284,7,6,2,1,3,4,9,13,2,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
436,SYAMSIR NUR,Ekonomi Pembangunan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5980423,https://scholar.google.com/citations?user=sLnDoG8AAAAJ,192,66,1943260,873884,51,200,6,3,1,1,2,9,18,4,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
437,ASRUL,Administrasi Bisnis (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors?q=ASRUL&search=1,https://scholar.google.com/citations?user=msR3POkAAAAJ,930,5505,921,2722,51,144,6,2,1,3,5,7,9,23,1,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
438,KADIR SABILU,Budidaya Perairan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/6657690,https://scholar.google.com/citations?user=bnh_6lYAAAAJ,583,291,2384130,745490,51,133,5,3,1,3,2,5,7,9,1,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
439,LA ONU LA OLA,Agrobisnis Perikanan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5972704,https://scholar.google.com/citations?user=pA2ntKQAAAAJ,190,103,2232010,116630,51,104,6,4,1,3,4,1,3,1,2,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
440,LA ODE ASFAHYADIN ALIDDIN,Ilmu Manajemen (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6663055,https://scholar.google.com/citations?user=oUZqkYQAAAAJ,288,131,1544940,766111,51,91,4,2,3,2,2,2,13,21,1,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
441,ADNAN HAKIM,Manajemen (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors?q=ADNAN+HAKIM&search=1,https://scholar.google.com/citations?user=fkSP9T0AAAAJ,117,299,3,253,50,1656,10,10,2,1,0,0,5,9,2,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
442,RUSLAINI,Budidaya Perairan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors?q=RUSLAINI&search=1,https://scholar.google.com/citations?user=2p5bvWIAAAAJ,445,803,207,571,50,382,9,9,2,4,3,5,3,0,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
443,MUHAMMAD OBIE,Sosiologi (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6677071,https://scholar.google.com/citations?user=JoGtca8AAAAJ,212,68,3532500,539110,50,303,10,11,13,2,2,4,3,2,5,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
444,SYAMSUL KAMRI,Perikanan Tangkap (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/5972550,https://scholar.google.com/citations?user=JIjMJGQAAAAJ,549,180,2042780,753134,50,142,7,5,3,6,6,7,12,6,2,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
445,ERENS ELVIANUS KOODOH,Antropologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6660617,https://scholar.google.com/citations?user=pBDyUSYAAAAJ,96,23,2761650,1158180,50,77,4,2,3,4,2,8,8,6,4,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
446,ELA MARTISA,Sastra Inggris (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6703845,https://scholar.google.com/citations?user=EGC3j3cAAAAJ,245,115,2549130,553303,50,61,4,2,5,3,6,7,5,6,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
447,NUR ASNI,Akuntansi (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors?q=NUR+ASNI&search=1,https://scholar.google.com/citations?user=j_SiVkIAAAAJ,298,772,157,652,49,369,9,9,1,0,3,2,7,15,7,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
448,SABARUDIN,Pendidikan Profesi Apoteker (Profesi),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors?q=SABARUDIN&search=1,https://scholar.google.com/citations?user=37X4ePcAAAAJ,979,5648,468,1511,49,323,9,9,11,11,6,4,2,0,2,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
449,DODI PRIYATMO SILONDAE,Bimbingan dan Konseling (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6686473,https://scholar.google.com/citations?user=h23kfD0AAAAJ,410,28,2164420,908,49,320,8,8,14,3,0,1,0,2,2,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
450,ERNI QOMARIYAH,Ilmu Administrasi Negara (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6693514,https://scholar.google.com/citations?user=On_zwGYAAAAJ,889,300,2800140,1576900,49,202,9,9,6,5,1,9,15,8,1,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
451,SAYAHDIN ALFAT,Pendidikan Fisika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6654496,https://scholar.google.com/citations?user=OIvdp9kAAAAJ,738,343,2349000,892975,49,176,7,5,4,3,3,3,5,12,3,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
452,CECEP IBRAHIM,Perpustakaan dan Ilmu Informasi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=CECEP+IBRAHIM&search=1,https://scholar.google.com/citations?user=K9o_sg4AAAAJ,321,387,0,0,49,126,7,2,1,5,4,12,12,8,1,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
453,ABRAHAM RAHMAN,Pendidikan Kimia (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6655743,https://scholar.google.com/citations?user=-m_u0zgAAAAJ,89,32,2150570,734584,49,102,6,2,2,5,6,7,6,5,0,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
454,NURHAYATI HADJAR,Kehutanan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/6655494,https://scholar.google.com/citations?user=qkwkzIwAAAAJ,73,31,2756960,1582650,49,96,6,2,3,4,0,6,15,13,0,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
455,LA ODE BAYTUL ABIDIN,Budidaya Perairan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/6644523,https://scholar.google.com/citations?user=MFjY7x4AAAAJ,371,140,1549080,560555,49,81,4,2,3,6,4,6,9,6,7,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
456,RISFANDI,Agrobisnis Perikanan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors?q=RISFANDI&search=1,https://scholar.google.com/citations?user=9OlrvBUAAAAJ,415,668,234,310,49,76,4,1,2,0,4,11,11,13,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
457,NURTIKAWATI,Tradisi Lisan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6659486,https://scholar.google.com/citations?user=g6yTN98AAAAJ,390,256,2148320,1026710,49,67,5,1,3,4,6,10,6,10,2,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
458,ASRUL JAYA,Perpustakaan dan Ilmu Informasi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=ASRUL+JAYA&search=1,https://scholar.google.com/citations?user=ta-8LN4AAAAJ,18,96,1,27,49,64,4,2,1,6,3,7,11,11,0,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 500% di Tahun 2021. 
459,DIAN TRIANITA LESTARI,Ilmu Komunikasi (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6749487,https://scholar.google.com/citations?user=MUSvmxkAAAAJ,93,39,2974670,1248590,49,58,4,3,2,4,3,12,6,10,3,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
460,AZWAR SIDIQ,Agrobisnis Perikanan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5972915,https://scholar.google.com/citations?user=TQmv0OsAAAAJ,183,62,1270330,642642,49,45,3,0,1,4,5,6,9,16,5,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
461,ASRIATI,Kedokteran (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=ASRIATI&search=1,https://scholar.google.com/citations?user=O6suSaMAAAAJ,482,1772,271,957,48,437,9,9,6,8,10,10,3,1,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
462,DARNAWATI,Pendidikan Ilmu Pengetahuan Sosial (S2),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors?q=DARNAWATI&search=1,https://scholar.google.com/citations?user=MR7D_6QAAAAJ,222,535,128,134,48,312,9,8,7,8,5,3,3,1,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
463,EMILLIA NURDIN,Akuntansi (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6015707,https://scholar.google.com/citations?user=Z3JSdeAAAAAJ,208,51,2866890,896282,48,308,8,6,1,3,7,7,5,8,5,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
464,SABRINA HIDAYAT,Hukum (S2),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors/profile/6693497,https://scholar.google.com/citations?user=Aelc7lsAAAAJ,98,62,2703840,1646380,48,281,10,11,2,0,7,24,2,0,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
465,NUR ISIYANA WIANTI,Penyuluhan Pertanian (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5973779,https://scholar.google.com/citations?user=PmYsvNQAAAAJ,428,81,2275620,51662,48,275,8,7,4,5,5,3,1,1,2,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
466,SALWIYAH,Manajemen Sumber Daya Perairan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors?q=SALWIYAH&search=1,https://scholar.google.com/citations?user=6ulosYoAAAAJ,217,704,30,42,48,253,9,9,7,3,11,0,6,5,2,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
467,MUHAMMAD NUR AFIAT,Ekonomi Pembangunan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5980413,https://scholar.google.com/citations?user=wIvULv0AAAAJ,218,50,2227910,1326950,48,248,8,8,1,1,5,14,7,6,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
468,SRI AMBARDINI,Bioteknologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6012765,https://scholar.google.com/citations?user=_dPefScAAAAJ,391,178,2629000,552147,48,185,6,2,7,1,1,7,6,6,0,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
469,LA ODE MIDI,Ilmu Lingkungan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/6053801,https://scholar.google.com/citations?user=5DzzoFcAAAAJ,519,265,2150670,545869,48,119,7,4,5,2,3,7,10,5,1,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
470,LA ODE KADIDAE,Kimia (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/5984231,https://scholar.google.com/citations?user=SuBdoQgAAAAJ,526,92,1575560,92497,47,283,9,9,8,4,4,3,2,3,1,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
471,RATNA DIYAH PALUPI,Oseanografi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5972530,https://scholar.google.com/citations?user=zq3TKaUAAAAJ,434,163,1690880,287084,47,226,10,10,6,2,2,6,3,6,2,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
472,LA ODE M HARJONI KILOWASID,Agroteknologi (S1),Fakultas Pertanian,https://sinta.kemdiktisaintek.go.id/authors/profile/259633,https://scholar.google.com/citations?user=yT3KqPMAAAAJ&hl=id,916,279,2205670,411163,47,210,9,6,21,28,35,34,32,16,2,Produktif,Diperbaiki,Sinta Profile Rescued
473,SUTIYANA FACHRUDDIN,Jurnalistik (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6659660,https://scholar.google.com/citations?user=2rOY8oAAAAAJ,140,19,2080110,592674,47,172,6,3,5,3,3,3,8,2,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
474,RAHMAWATI,Keperawatan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=RAHMAWATI&search=1,https://scholar.google.com/citations?user=r9vcfMEAAAAJ,1242,5086,1140,2090,47,128,6,4,5,6,8,12,8,0,0,Berpengaruh,Ya,[A] Nama Duplikat: Indikasi Profil Ganda. [B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
475,RAHAYU M,Proteksi Tanaman (S1),Fakultas Pertanian,https://sinta.kemdiktisaintek.go.id/authors?q=RAHAYU+M&search=1,https://scholar.google.com/citations?user=BQMKSVgAAAAJ,610,2193,333,663,47,124,6,3,4,4,11,15,1,1,1,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
476,PRINOB AKSAR,Teknik Mesin (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6788968,https://scholar.google.com/citations?user=m-BlteMAAAAJ,439,191,1502120,647953,47,116,6,3,3,2,3,10,10,8,0,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
477,YOENITA JAYADISASTRA,Penyuluhan Pertanian (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6766771,https://scholar.google.com/citations?user=8qYAqcsAAAAJ,440,248,1061620,525747,47,113,5,3,2,2,2,4,12,15,5,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
478,LA HASANUDIN,Teknik Mesin (D3),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6111914,https://scholar.google.com/citations?user=pya7jEQAAAAJ,52,14,2439180,567102,47,76,5,1,9,2,7,4,2,2,0,Rendah,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
479,AGUSTAN,Pendidikan Biologi (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors?q=AGUSTAN&search=1,https://scholar.google.com/citations?user=Krt480sAAAAJ,574,1710,538,1706,47,58,4,1,0,1,3,3,9,12,0,Produktif,Ya,[A] Nama Duplikat: Indikasi Profil Ganda. [B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
480,LA ODE NURSALAM,Pendidikan Geografi (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6702457,https://scholar.google.com/citations?user=E9Uw-jMAAAAJ,482,81,1907220,504227,46,235,9,8,7,4,5,3,5,5,1,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
481,LA SAHARA,Pendidikan Fisika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6681584,https://scholar.google.com/citations?user=qX9TZ6sAAAAJ,148,51,2769850,866348,46,222,8,5,11,2,1,6,6,7,4,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
482,LAODE MUHAMAD HAZAIRIN NADIA,Teknologi Hasil Perikanan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/6645650,https://scholar.google.com/citations?user=RUvK-MAAAAAJ,253,122,2536260,775876,46,218,8,7,6,6,12,11,7,0,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
483,SURDIN,Pendidikan Geografi (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors?q=SURDIN&search=1,https://scholar.google.com/citations?user=-Dpn6jEAAAAJ,258,493,91,167,46,205,6,3,2,0,1,2,3,9,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
484,IRMAWATY PAULA TAMBURAKA,Ekonomi Pembangunan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5987759,https://scholar.google.com/citations?user=V4PtfQcAAAAJ,251,56,1575730,368200,46,185,7,4,1,3,5,3,5,7,3,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
485,HAYAT YUSUF,Ilmu Manajemen (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6018531,https://scholar.google.com/citations?user=lBm7do8AAAAJ,142,34,2372590,931203,46,158,6,5,6,0,2,5,5,15,1,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
486,RISKI AMALIA MADI,Manajemen (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5983001,https://scholar.google.com/citations?user=wjaPcxwAAAAJ,138,15,2137670,402949,46,155,7,3,3,6,1,2,8,8,3,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
487,SULVARIANI TAMBURAKA,Akuntansi (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6019205,https://scholar.google.com/citations?user=T4S_iKAAAAAJ,114,37,2605160,632539,46,141,5,1,3,5,4,6,8,4,1,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
488,DENIYATNO,Teknik Pertambangan (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/5981551,https://scholar.google.com/citations?user=wFln2ckAAAAJ,241,88,2227210,571261,46,136,5,5,3,1,7,4,6,7,0,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
489,SAPTO RAHARJO,Kimia (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/260399,https://scholar.google.com/citations?user=K1TOhSUAAAAJ,477,86,1993080,596400,46,130,6,6,3,3,1,3,7,5,2,Produktif,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
490,HARISMA,Teknik Geologi (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors?q=HARISMA&search=1,https://scholar.google.com/citations?user=lb9xwD8AAAAJ,1346,4744,954,2445,46,73,5,4,1,3,7,11,8,5,3,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
491,MAKKULAU,Statistika (D3),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors?q=MAKKULAU&search=1,https://scholar.google.com/citations?user=eey_5r4AAAAJ,364,755,288,1526,46,71,5,2,4,3,8,5,5,2,1,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
492,MASRI,Teknik Geologi (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors?q=MASRI&search=1,https://scholar.google.com/citations?user=2JxHVHcAAAAJ,637,2575,595,1160,46,61,5,0,1,3,6,11,9,11,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
493,MUHAMAD SAFIUDDIN SARANANI,Pendidikan Guru Pendidikan Anak Usia Dini (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6694358,https://scholar.google.com/citations?user=Lu5SmcAAAAAJ,163,61,1471300,542089,46,49,4,1,4,3,10,4,5,7,6,Cukup,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
